,x,y,class,cluster
0,25.0514,5.7475,b'1',79
1,26.6614,7.3414,b'1',79
2,25.2653,6.2466,b'1',79
3,25.2285,4.7447,b'1',79
4,25.7529,5.1564,b'1',79
5,24.0785,5.6693,b'1',1092
6,25.2722,6.8676,b'1',79
7,24.6535,6.2443,b'1',79
8,26.9834,6.633,b'1',79
9,25.7437,6.3179,b'1',79
10,26.4774,7.7416,b'1',79
11,26.7373,4.4756,b'1',79
12,27.1812,6.2972,b'1',79
13,25.4999,5.6739,b'1',79
14,25.3021,6.1431,b'1',79
15,23.3609,5.6601,b'1',1092
16,25.5482,5.7107,b'1',79
17,26.2198,5.7337,b'1',79
18,25.884,6.3294,b'1',79
19,24.4649,5.7521,b'1',79
20,24.7708,6.7572,b'1',79
21,25.3274,5.6463,b'1',79
22,25.999,4.8551,b'1',79
23,25.0238,6.2742,b'1',79
24,25.8242,6.7848,b'1',79
25,25.4286,6.2834,b'1',79
26,27.3445,6.4697,b'1',79
27,24.6236,6.1178,b'1',79
28,27.126,6.1109,b'1',79
29,25.677,5.9085,b'1',79
30,25.539,6.3777,b'1',79
31,25.0491,6.0603,b'1',79
32,26.5924,6.0925,b'1',79
33,25.217,7.7531,b'1',79
34,25.2492,5.6486,b'1',79
35,24.941,5.0184,b'1',79
36,25.2814,7.5461,b'1',79
37,24.8191,6.1316,b'1',79
38,26.0105,6.8377,b'1',79
39,25.0215,6.564,b'1',79
40,25.1618,6.3064,b'1',79
41,25.8955,5.4393,b'1',79
42,24.8375,5.4416,b'1',79
43,25.4562,6.702,b'1',79
44,25.7161,5.5152,b'1',79
45,26.7212,4.7424,b'1',79
46,24.4649,7.2471,b'1',1092
47,24.6328,5.3473,b'1',79
48,25.7253,6.7296,b'1',79
49,27.1168,5.6946,b'1',79
50,26.4958,5.9039,b'1',79
51,25.1158,6.1914,b'1',79
52,25.6103,7.6197,b'1',79
53,26.3026,6.7802,b'1',79
54,24.7915,6.2627,b'1',79
55,25.0997,5.8004,b'1',79
56,25.4838,7.0148,b'1',79
57,25.4217,7.3138,b'1',79
58,27.1306,6.9573,b'1',79
59,24.3338,5.1679,b'1',79
60,24.6236,5.6877,b'1',79
61,25.5183,4.8229,b'1',79
62,26.39,7.0401,b'1',79
63,24.3039,4.8827,b'1',79
64,25.5275,4.9333,b'1',79
65,24.8973,7.1919,b'1',79
66,24.7731,6.0925,b'1',79
67,26.5855,6.8423,b'1',79
68,25.6356,5.6371,b'1',79
69,26.7718,5.5336,b'1',79
70,24.8536,5.5152,b'1',79
71,25.8587,5.2208,b'1',79
72,25.2538,5.5727,b'1',79
73,25.4838,4.9333,b'1',79
74,25.5436,5.9844,b'1',79
75,23.1838,5.7314,b'1',1092
76,27.7102,6.2535,b'1',79
77,25.1204,4.6504,b'1',79
78,25.2538,5.5681,b'1',79
79,25.5137,6.357,b'1',1092
80,27.2249,5.5727,b'1',79
81,24.6581,5.9936,b'1',79
82,25.1894,5.4991,b'1',79
83,25.2446,5.9591,b'1',79
84,24.8007,4.4158,b'1',79
85,26.275,5.5888,b'1',79
86,25.8748,6.5456,b'1',79
87,24.6328,6.7503,b'1',79
88,24.8766,4.4664,b'1',79
89,26.4498,6.6997,b'1',79
90,25.148,5.9292,b'1',79
91,24.5914,5.8004,b'1',79
92,25.6954,5.9867,b'1',79
93,26.344,5.9522,b'1',79
94,26.8224,5.667,b'1',79
95,26.1347,5.0161,b'1',79
96,25.263,5.3082,b'1',79
97,24.6305,6.8354,b'1',79
98,25.8035,6.1937,b'1',79
99,26.0243,7.5576,b'1',79
100,18.4941,12.5877,b'2',177
101,18.1606,12.5486,b'2',177
102,17.9628,10.4625,b'2',177
103,17.7558,12.1231,b'2',177
104,17.4867,10.6626,b'2',177
105,16.7139,11.5849,b'2',177
106,17.259,11.7482,b'2',177
107,17.4959,11.5596,b'2',177
108,18.7908,10.497,b'2',177
109,18.3607,11.8287,b'2',177
110,17.2038,11.7689,b'2',177
111,16.96,10.6373,b'2',177
112,17.2866,12.2933,b'2',177
113,17.3694,11.5596,b'2',177
114,17.9858,11.5067,b'2',177
115,18.0272,12.6176,b'2',177
116,17.1026,13.1719,b'2',1327
117,17.5212,11.8747,b'2',177
118,17.512,10.9915,b'2',177
119,16.7898,12.2128,b'2',177
120,17.1233,11.6102,b'2',177
121,18.6137,11.3802,b'2',177
122,16.7714,11.3871,b'2',177
123,16.0676,10.8121,b'2',177
124,17.8041,11.7022,b'2',177
125,17.8984,9.945,b'2',177
126,16.638,12.9649,b'2',1327
127,16.4632,10.658,b'2',177
128,18.5125,11.8425,b'2',177
129,17.9306,12.1898,b'2',177
130,17.6132,13.4686,b'2',1327
131,16.7392,11.0306,b'2',177
132,18.4642,11.7137,b'2',177
133,17.3625,12.0035,b'2',177
134,17.5557,11.2123,b'2',177
135,17.6868,11.4354,b'2',177
136,18.5171,9.876,b'2',177
137,16.1251,10.6649,b'2',177
138,17.5419,11.8885,b'2',177
139,17.8961,11.8057,b'2',177
140,18.2365,11.7666,b'2',177
141,18.1008,11.3641,b'2',177
142,18.3653,12.0633,b'2',177
143,19.3635,11.6286,b'2',177
144,17.9237,11.5573,b'2',177
145,16.9853,12.3186,b'2',177
146,16.8749,11.5182,b'2',177
