,x,y,class,cluster
0,0.28283,0.88552,b'1',478
1,0.27609,0.86195,b'1',478
2,0.27273,0.84512,b'1',478
3,0.27273,0.82492,b'1',478
4,0.27273,0.78451,b'1',478
5,0.26936,0.81145,b'1',478
6,0.27609,0.76094,b'1',478
7,0.2963,0.77778,b'1',478
8,0.29966,0.81818,b'1',478
9,0.30303,0.86869,b'1',478
10,0.28956,0.85185,b'1',478
11,0.2862,0.81481,b'1',478
12,0.2862,0.78114,b'1',478
13,0.2862,0.79461,b'1',478
14,0.30303,0.83838,b'1',478
15,0.28956,0.75758,b'1',478
16,0.28956,0.73064,b'1',478
17,0.27946,0.74074,b'1',478
18,0.26936,0.76768,b'1',478
19,0.3064,0.77778,b'1',478
20,0.2963,0.74747,b'1',478
21,0.30303,0.80135,b'1',478
22,0.30976,0.84848,b'1',478
23,0.29966,0.85522,b'1',478
24,0.2963,0.87205,b'1',478
25,0.30976,0.76094,b'1',478
26,0.3165,0.79461,b'1',478
27,0.3165,0.83165,b'1',478
28,0.31313,0.73064,b'1',478
29,0.3064,0.74074,b'1',478
30,0.29293,0.72391,b'1',478
31,0.28283,0.71044,b'1',478
32,0.28283,0.73064,b'1',478
33,0.27609,0.75084,b'1',478
34,0.27609,0.72054,b'1',478
35,0.30303,0.72054,b'1',478
36,0.26936,0.74747,b'1',478
37,0.2963,0.70707,b'1',478
38,0.2862,0.83502,b'1',478
39,0.28283,0.86869,b'1',478
40,0.28956,0.69697,b'2',478
41,0.27609,0.6835,b'2',478
42,0.27609,0.6734,b'2',478
43,0.28283,0.69024,b'2',478
44,0.29966,0.67677,b'2',478
45,0.29293,0.6835,b'2',478
46,0.2862,0.6734,b'2',478
47,0.2862,0.64983,b'2',478
48,0.29966,0.68013,b'2',478
49,0.30303,0.65657,b'2',478
50,0.30303,0.633,b'2',478
51,0.30303,0.60269,b'2',478
52,0.29966,0.57239,b'2',478
53,0.3064,0.60269,b'2',478
54,0.31313,0.64646,b'2',478
55,0.30976,0.67677,b'2',478
56,0.30976,0.63973,b'2',478
57,0.28956,0.62626,b'2',478
58,0.29966,0.64646,b'2',478
59,0.2862,0.65993,b'2',478
60,0.27946,0.633,b'2',478
61,0.28283,0.61616,b'2',478
62,0.28283,0.60269,b'2',478
63,0.29293,0.61279,b'2',478
64,0.31313,0.6229,b'2',478
65,0.3064,0.6229,b'2',478
66,0.29293,0.58586,b'2',478
67,0.29293,0.56566,b'2',478
68,0.2862,0.57912,b'2',478
69,0.3064,0.56229,b'2',478
70,0.31313,0.58923,b'2',478
71,0.31313,0.59596,b'2',478
72,0.3165,0.60943,b'2',478
73,0.29966,0.61279,b'2',478
74,0.30303,0.66667,b'2',478
75,0.27609,0.6633,b'2',478
76,0.26936,0.633,b'2',478
77,0.27273,0.64983,b'2',478
78,0.29966,0.69697,b'2',478
79,0.2862,0.58923,b'2',478
80,0.26936,0.61953,b'2',478
81,0.27609,0.60943,b'2',478
82,0.30303,0.59259,b'2',478
83,0.31313,0.57912,b'2',478
84,0.29293,0.59933,b'2',478
85,0.3165,0.65657,b'2',478
86,0.3266,0.62963,b'2',478
87,0.3266,0.60606,b'2',478
88,0.32323,0.6532,b'2',478
89,0.3266,0.63973,b'2',478
90,0.3468,0.6229,b'2',1
91,0.27609,0.59259,b'2',478
