,x,y,class,cluster
0,0.28283,0.88552,b'1',36
1,0.27609,0.86195,b'1',36
2,0.27273,0.84512,b'1',36
3,0.27273,0.82492,b'1',36
4,0.27273,0.78451,b'1',36
5,0.26936,0.81145,b'1',36
6,0.27609,0.76094,b'1',36
7,0.2963,0.77778,b'1',36
8,0.29966,0.81818,b'1',36
9,0.30303,0.86869,b'1',36
10,0.28956,0.85185,b'1',36
11,0.2862,0.81481,b'1',36
12,0.2862,0.78114,b'1',36
13,0.2862,0.79461,b'1',36
14,0.30303,0.83838,b'1',36
15,0.28956,0.75758,b'1',36
16,0.28956,0.73064,b'1',36
17,0.27946,0.74074,b'1',36
18,0.26936,0.76768,b'1',36
19,0.3064,0.77778,b'1',36
20,0.2963,0.74747,b'1',36
21,0.30303,0.80135,b'1',36
22,0.30976,0.84848,b'1',36
23,0.29966,0.85522,b'1',36
24,0.2963,0.87205,b'1',36
25,0.30976,0.76094,b'1',36
26,0.3165,0.79461,b'1',36
27,0.3165,0.83165,b'1',36
28,0.31313,0.73064,b'1',36
29,0.3064,0.74074,b'1',36
30,0.29293,0.72391,b'1',36
31,0.28283,0.71044,b'1',36
32,0.28283,0.73064,b'1',36
33,0.27609,0.75084,b'1',36
34,0.27609,0.72054,b'1',36
35,0.30303,0.72054,b'1',36
36,0.26936,0.74747,b'1',174
37,0.2963,0.70707,b'1',36
38,0.2862,0.83502,b'1',36
39,0.28283,0.86869,b'1',36
40,0.28956,0.69697,b'2',36
41,0.27609,0.6835,b'2',108
42,0.27609,0.6734,b'2',108
43,0.28283,0.69024,b'2',36
44,0.29966,0.67677,b'2',108
45,0.29293,0.6835,b'2',108
46,0.2862,0.6734,b'2',108
47,0.2862,0.64983,b'2',108
48,0.29966,0.68013,b'2',174
49,0.30303,0.65657,b'2',108
50,0.30303,0.633,b'2',108
51,0.30303,0.60269,b'2',108
52,0.29966,0.57239,b'2',320
53,0.3064,0.60269,b'2',108
54,0.31313,0.64646,b'2',108
55,0.30976,0.67677,b'2',174
56,0.30976,0.63973,b'2',108
57,0.28956,0.62626,b'2',108
58,0.29966,0.64646,b'2',108
59,0.2862,0.65993,b'2',108
60,0.27946,0.633,b'2',108
61,0.28283,0.61616,b'2',108
62,0.28283,0.60269,b'2',108
63,0.29293,0.61279,b'2',108
64,0.31313,0.6229,b'2',108
65,0.3064,0.6229,b'2',108
66,0.29293,0.58586,b'2',108
67,0.29293,0.56566,b'2',320
68,0.2862,0.57912,b'2',108
69,0.3064,0.56229,b'2',320
70,0.31313,0.58923,b'2',249
71,0.31313,0.59596,b'2',249
72,0.3165,0.60943,b'2',249
73,0.29966,0.61279,b'2',108
74,0.30303,0.66667,b'2',108
75,0.27609,0.6633,b'2',108
76,0.26936,0.633,b'2',108
77,0.27273,0.64983,b'2',108
78,0.29966,0.69697,b'2',174
79,0.2862,0.58923,b'2',108
80,0.26936,0.61953,b'2',108
81,0.27609,0.60943,b'2',108
82,0.30303,0.59259,b'2',108
83,0.31313,0.57912,b'2',320
84,0.29293,0.59933,b'2',108
85,0.3165,0.65657,b'2',108
86,0.3266,0.62963,b'2',249
87,0.3266,0.60606,b'2',249
88,0.32323,0.6532,b'2',174
89,0.3266,0.63973,b'2',249
90,0.3468,0.6229,b'2',249
91,0.27609,0.59259,b'2',108
92,0.3165,0.71717,b'2',174
93,0.3367,0.6835,b'2',174
94,0.3266,0.6734,b'2',174
95,0.29966,0.6835,b'2',174
96,0.29966,0.6532,b'2',108
97,0.29966,0.63973,b'2',108
98,0.28956,0.6633,b'2',108
99,0.27946,0.6633,b'2',108
100,0.27946,0.63636,b'2',108
101,0.28956,0.60943,b'2',108
102,0.28956,0.62963,b'2',108
103,0.28956,0.6431,b'2',108
104,0.29293,0.68687,b'2',174
105,0.2862,0.68687,b'2',108
106,0.28283,0.6532,b'2',108
107,0.2862,0.61953,b'2',108
108,0.29966,0.633,b'2',249
109,0.29293,0.68013,b'2',108
110,0.30303,0.69697,b'2',174
111,0.28956,0.64646,b'2',108
112,0.28956,0.6229,b'2',108
113,0.27609,0.62626,b'2',108
114,0.27609,0.6431,b'2',108
115,0.3064,0.61279,b'2',108
116,0.29966,0.6229,b'2',108
117,0.27609,0.67003,b'2',108
118,0.27946,0.6835,b'2',108
119,0.28283,0.6431,b'2',108
120,0.2862,0.61616,b'2',108
121,0.28956,0.59933,b'2',108
122,0.29293,0.55219,b'3',320
123,0.31313,0.55219,b'3',320
124,0.2862,0.56229,b'3',320
125,0.2862,0.53199,b'3',156
126,0.27946,0.53535,b'3',156
127,0.2862,0.51515,b'3',156
128,0.28283,0.49832,b'3',156
129,0.28283,0.47811,b'3',156
130,0.29293,0.45455,b'3',156
131,0.30303,0.49495,b'3',156
132,0.29293,0.52862,b'3',156
133,0.30976,0.53535,b'3',320
134,0.3064,0.50842,b'3',156
135,0.31987,0.47811,b'3',156
136,0.30303,0.47811,b'3',156
137,0.2963,0.48148,b'3',156
138,0.28283,0.46465,b'3',156
139,0.2862,0.51515,b'3',156
140,0.30976,0.54209,b'3',320
141,0.3165,0.52525,b'3',320
142,0.29966,0.50842,b'3',156
143,0.29966,0.51852,b'3',156
144,0.29966,0.53535,b'3',320
145,0.29293,0.50505,b'3',156
146,0.30976,0.46801,b'3',156
147,0.29966,0.43771,b'3',156
148,0.30303,0.44781,b'3',156
149,0.31987,0.47138,b'3',156
150,0.31987,0.50505,b'3',156
151,0.32323,0.53535,b'3',320
152,0.3266,0.47811,b'3',156
153,0.31987,0.43771,b'3',156
154,0.30976,0.42088,b'3',156
155,0.3064,0.46128,b'3',156
156,0.30303,0.46465,b'3',320
157,0.28956,0.41751,b'3',156
158,0.28283,0.44444,b'3',156
159,0.3165,0.47138,b'3',156
160,0.33333,0.45791,b'3',156
161,0.31987,0.45455,b'3',156
162,0.30303,0.41751,b'3',156
163,0.35354,0.57239,b'3',320
164,0.33333,0.55556,b'3',320
165,0.31987,0.52189,b'3',320
166,0.2862,0.48485,b'3',156
167,0.27946,0.51515,b'3',156
168,0.2963,0.46128,b'3',156
169,0.31313,0.48822,b'3',156
170,0.33333,0.53199,b'3',320
171,0.35017,0.54545,b'3',320
172,0.30303,0.42761,b'3',156
173,0.32997,0.43434,b'3',156
174,0.34343,0.67677,b'4',249
175,0.33333,0.68687,b'4',174
176,0.34343,0.69697,b'4',174
177,0.36027,0.7138,b'4',174
178,0.34343,0.66667,b'4',174
179,0.36027,0.6633,b'4',174
180,0.38047,0.67677,b'4',174
181,0.38384,0.71044,b'4',403
182,0.367,0.71044,b'4',174
183,0.3569,0.68687,b'4',174
184,0.36027,0.6835,b'4',174
185,0.367,0.6936,b'4',174
186,0.367,0.7037,b'4',174
187,0.35354,0.7037,b'4',174
188,0.39057,0.70034,b'4',403
189,0.38047,0.6835,b'4',174
190,0.367,0.6734,b'4',174
191,0.35017,0.6532,b'4',174
192,0.34343,0.65993,b'4',174
193,0.3771,0.66667,b'4',174
194,0.38721,0.69024,b'4',174
195,0.37374,0.70707,b'4',174
196,0.34343,0.70707,b'4',174
197,0.32997,0.7037,b'4',174
198,0.32997,0.65657,b'4',174
199,0.3468,0.6633,b'4',174
200,0.38047,0.66667,b'4',174
201,0.39394,0.6835,b'4',403
202,0.35354,0.6835,b'4',174
203,0.36027,0.69697,b'4',174
204,0.32323,0.6936,b'4',174
205,0.3266,0.6633,b'4',174
206,0.36027,0.6532,b'4',174
207,0.38047,0.65657,b'4',174
208,0.39394,0.67677,b'4',174
209,0.3771,0.69697,b'4',174
210,0.3569,0.67677,b'4',174
211,0.37037,0.6835,b'4',174
212,0.35017,0.66667,b'4',174
213,0.35017,0.68013,b'4',174
214,0.35017,0.69697,b'4',174
215,0.33333,0.69697,b'4',174
216,0.33333,0.68687,b'4',174
217,0.33333,0.67677,b'4',174
218,0.3367,0.6835,b'4',174
219,0.3367,0.6936,b'4',174
220,0.36364,0.6936,b'4',174
221,0.39057,0.69024,b'4',403
222,0.38047,0.6734,b'4',174
223,0.36364,0.6734,b'4',174
224,0.36364,0.6633,b'4',174
225,0.36027,0.68013,b'4',174
226,0.34343,0.69024,b'4',174
227,0.3569,0.62963,b'5',249
228,0.3468,0.62963,b'5',249
229,0.34343,0.60269,b'5',249
230,0.36027,0.60606,b'5',249
231,0.3367,0.61279,b'5',249
232,0.34007,0.63636,b'5',249
233,0.36027,0.63636,b'5',249
234,0.3569,0.61953,b'5',249
235,0.37037,0.6229,b'5',249
236,0.38047,0.63973,b'5',249
237,0.3468,0.61616,b'5',249
238,0.34007,0.59596,b'5',249
239,0.37037,0.59596,b'5',249
240,0.38384,0.60943,b'5',249
241,0.38384,0.61953,b'5',249
242,0.37374,0.63636,b'5',249
243,0.3468,0.6229,b'5',249
244,0.3569,0.60606,b'5',249
245,0.37374,0.60943,b'5',249
246,0.3771,0.62963,b'5',249
247,0.36027,0.63973,b'5',249
248,0.3367,0.63636,b'5',249
249,0.3367,0.61953,b'5',108
250,0.33333,0.60606,b'5',249
251,0.3468,0.59933,b'5',249
252,0.3569,0.59933,b'5',249
253,0.38384,0.59933,b'5',249
254,0.38721,0.62626,b'5',249
255,0.38721,0.63973,b'5',249
256,0.3468,0.63636,b'5',249
257,0.3367,0.6229,b'5',249
258,0.34007,0.60269,b'5',249
