,x,y,class,cluster
0,0.28283,0.88552,b'1',464
1,0.27609,0.86195,b'1',464
2,0.27273,0.84512,b'1',464
3,0.27273,0.82492,b'1',464
4,0.27273,0.78451,b'1',464
5,0.26936,0.81145,b'1',464
6,0.27609,0.76094,b'1',464
7,0.2963,0.77778,b'1',464
8,0.29966,0.81818,b'1',464
9,0.30303,0.86869,b'1',464
10,0.28956,0.85185,b'1',464
11,0.2862,0.81481,b'1',464
12,0.2862,0.78114,b'1',464
13,0.2862,0.79461,b'1',464
14,0.30303,0.83838,b'1',464
15,0.28956,0.75758,b'1',464
16,0.28956,0.73064,b'1',464
17,0.27946,0.74074,b'1',464
18,0.26936,0.76768,b'1',464
19,0.3064,0.77778,b'1',464
20,0.2963,0.74747,b'1',464
21,0.30303,0.80135,b'1',464
22,0.30976,0.84848,b'1',464
23,0.29966,0.85522,b'1',464
24,0.2963,0.87205,b'1',464
25,0.30976,0.76094,b'1',464
26,0.3165,0.79461,b'1',464
27,0.3165,0.83165,b'1',464
28,0.31313,0.73064,b'1',464
29,0.3064,0.74074,b'1',464
30,0.29293,0.72391,b'1',464
31,0.28283,0.71044,b'1',464
32,0.28283,0.73064,b'1',464
33,0.27609,0.75084,b'1',464
34,0.27609,0.72054,b'1',464
35,0.30303,0.72054,b'1',464
36,0.26936,0.74747,b'1',464
37,0.2963,0.70707,b'1',464
38,0.2862,0.83502,b'1',464
39,0.28283,0.86869,b'1',464
40,0.28956,0.69697,b'2',464
41,0.27609,0.6835,b'2',464
42,0.27609,0.6734,b'2',464
43,0.28283,0.69024,b'2',464
44,0.29966,0.67677,b'2',464
45,0.29293,0.6835,b'2',464
46,0.2862,0.6734,b'2',464
47,0.2862,0.64983,b'2',464
48,0.29966,0.68013,b'2',464
49,0.30303,0.65657,b'2',464
50,0.30303,0.633,b'2',464
51,0.30303,0.60269,b'2',464
52,0.29966,0.57239,b'2',464
53,0.3064,0.60269,b'2',464
54,0.31313,0.64646,b'2',464
55,0.30976,0.67677,b'2',464
56,0.30976,0.63973,b'2',464
57,0.28956,0.62626,b'2',464
58,0.29966,0.64646,b'2',464
59,0.2862,0.65993,b'2',464
60,0.27946,0.633,b'2',464
61,0.28283,0.61616,b'2',464
62,0.28283,0.60269,b'2',464
63,0.29293,0.61279,b'2',464
64,0.31313,0.6229,b'2',464
65,0.3064,0.6229,b'2',464
66,0.29293,0.58586,b'2',464
67,0.29293,0.56566,b'2',464
68,0.2862,0.57912,b'2',464
69,0.3064,0.56229,b'2',464
70,0.31313,0.58923,b'2',464
71,0.31313,0.59596,b'2',464
72,0.3165,0.60943,b'2',464
73,0.29966,0.61279,b'2',464
74,0.30303,0.66667,b'2',464
75,0.27609,0.6633,b'2',464
76,0.26936,0.633,b'2',464
77,0.27273,0.64983,b'2',464
78,0.29966,0.69697,b'2',464
79,0.2862,0.58923,b'2',464
80,0.26936,0.61953,b'2',464
81,0.27609,0.60943,b'2',464
82,0.30303,0.59259,b'2',464
83,0.31313,0.57912,b'2',464
84,0.29293,0.59933,b'2',464
85,0.3165,0.65657,b'2',464
86,0.3266,0.62963,b'2',464
87,0.3266,0.60606,b'2',464
88,0.32323,0.6532,b'2',464
89,0.3266,0.63973,b'2',464
90,0.3468,0.6229,b'2',464
91,0.27609,0.59259,b'2',464
92,0.3165,0.71717,b'2',464
93,0.3367,0.6835,b'2',464
94,0.3266,0.6734,b'2',464
95,0.29966,0.6835,b'2',464
96,0.29966,0.6532,b'2',464
97,0.29966,0.63973,b'2',464
98,0.28956,0.6633,b'2',464
99,0.27946,0.6633,b'2',464
100,0.27946,0.63636,b'2',464
101,0.28956,0.60943,b'2',464
102,0.28956,0.62963,b'2',464
103,0.28956,0.6431,b'2',464
104,0.29293,0.68687,b'2',464
105,0.2862,0.68687,b'2',464
106,0.28283,0.6532,b'2',464
107,0.2862,0.61953,b'2',464
108,0.29966,0.633,b'2',464
109,0.29293,0.68013,b'2',464
110,0.30303,0.69697,b'2',464
111,0.28956,0.64646,b'2',464
112,0.28956,0.6229,b'2',464
113,0.27609,0.62626,b'2',464
114,0.27609,0.6431,b'2',464
115,0.3064,0.61279,b'2',464
116,0.29966,0.6229,b'2',464
117,0.27609,0.67003,b'2',464
118,0.27946,0.6835,b'2',464
119,0.28283,0.6431,b'2',464
120,0.2862,0.61616,b'2',464
121,0.28956,0.59933,b'2',464
122,0.29293,0.55219,b'3',464
123,0.31313,0.55219,b'3',0
124,0.2862,0.56229,b'3',464
125,0.2862,0.53199,b'3',464
126,0.27946,0.53535,b'3',464
127,0.2862,0.51515,b'3',464
128,0.28283,0.49832,b'3',0
129,0.28283,0.47811,b'3',0
130,0.29293,0.45455,b'3',0
131,0.30303,0.49495,b'3',0
132,0.29293,0.52862,b'3',464
133,0.30976,0.53535,b'3',0
134,0.3064,0.50842,b'3',0
135,0.31987,0.47811,b'3',0
136,0.30303,0.47811,b'3',0
137,0.2963,0.48148,b'3',0
138,0.28283,0.46465,b'3',0
139,0.2862,0.51515,b'3',464
140,0.30976,0.54209,b'3',0
141,0.3165,0.52525,b'3',0
142,0.29966,0.50842,b'3',0
143,0.29966,0.51852,b'3',0
144,0.29966,0.53535,b'3',464
145,0.29293,0.50505,b'3',0
146,0.30976,0.46801,b'3',0
147,0.29966,0.43771,b'3',0
148,0.30303,0.44781,b'3',0
149,0.31987,0.47138,b'3',0
150,0.31987,0.50505,b'3',0
151,0.32323,0.53535,b'3',0
