,x,y,class,cluster
0,0.28283,0.88552,b'1',21
1,0.27609,0.86195,b'1',21
2,0.27273,0.84512,b'1',21
3,0.27273,0.82492,b'1',21
4,0.27273,0.78451,b'1',21
5,0.26936,0.81145,b'1',21
6,0.27609,0.76094,b'1',21
7,0.2963,0.77778,b'1',21
8,0.29966,0.81818,b'1',21
9,0.30303,0.86869,b'1',21
10,0.28956,0.85185,b'1',21
11,0.2862,0.81481,b'1',21
12,0.2862,0.78114,b'1',21
13,0.2862,0.79461,b'1',21
14,0.30303,0.83838,b'1',21
15,0.28956,0.75758,b'1',21
16,0.28956,0.73064,b'1',21
17,0.27946,0.74074,b'1',21
18,0.26936,0.76768,b'1',21
19,0.3064,0.77778,b'1',21
20,0.2963,0.74747,b'1',21
21,0.30303,0.80135,b'1',226
22,0.30976,0.84848,b'1',21
23,0.29966,0.85522,b'1',21
24,0.2963,0.87205,b'1',21
25,0.30976,0.76094,b'1',21
26,0.3165,0.79461,b'1',21
27,0.3165,0.83165,b'1',21
28,0.31313,0.73064,b'1',226
29,0.3064,0.74074,b'1',21
30,0.29293,0.72391,b'1',226
31,0.28283,0.71044,b'1',226
32,0.28283,0.73064,b'1',21
33,0.27609,0.75084,b'1',21
34,0.27609,0.72054,b'1',226
35,0.30303,0.72054,b'1',226
36,0.26936,0.74747,b'1',21
37,0.2963,0.70707,b'1',226
38,0.2862,0.83502,b'1',21
39,0.28283,0.86869,b'1',21
40,0.28956,0.69697,b'2',226
41,0.27609,0.6835,b'2',226
42,0.27609,0.6734,b'2',226
43,0.28283,0.69024,b'2',226
44,0.29966,0.67677,b'2',226
45,0.29293,0.6835,b'2',226
46,0.2862,0.6734,b'2',226
47,0.2862,0.64983,b'2',248
48,0.29966,0.68013,b'2',226
49,0.30303,0.65657,b'2',248
50,0.30303,0.633,b'2',248
51,0.30303,0.60269,b'2',82
52,0.29966,0.57239,b'2',82
53,0.3064,0.60269,b'2',82
54,0.31313,0.64646,b'2',248
55,0.30976,0.67677,b'2',226
56,0.30976,0.63973,b'2',248
57,0.28956,0.62626,b'2',82
58,0.29966,0.64646,b'2',248
59,0.2862,0.65993,b'2',248
60,0.27946,0.633,b'2',248
61,0.28283,0.61616,b'2',82
62,0.28283,0.60269,b'2',82
63,0.29293,0.61279,b'2',82
64,0.31313,0.6229,b'2',248
65,0.3064,0.6229,b'2',82
66,0.29293,0.58586,b'2',82
67,0.29293,0.56566,b'2',82
68,0.2862,0.57912,b'2',82
69,0.3064,0.56229,b'2',82
70,0.31313,0.58923,b'2',82
