,x,y,class,cluster
0,0.28283,0.88552,b'1',33
1,0.27609,0.86195,b'1',33
2,0.27273,0.84512,b'1',33
3,0.27273,0.82492,b'1',33
4,0.27273,0.78451,b'1',33
5,0.26936,0.81145,b'1',33
6,0.27609,0.76094,b'1',33
7,0.2963,0.77778,b'1',33
8,0.29966,0.81818,b'1',33
9,0.30303,0.86869,b'1',33
10,0.28956,0.85185,b'1',33
11,0.2862,0.81481,b'1',33
12,0.2862,0.78114,b'1',33
13,0.2862,0.79461,b'1',33
14,0.30303,0.83838,b'1',33
15,0.28956,0.75758,b'1',33
16,0.28956,0.73064,b'1',33
17,0.27946,0.74074,b'1',33
18,0.26936,0.76768,b'1',33
19,0.3064,0.77778,b'1',33
20,0.2963,0.74747,b'1',33
21,0.30303,0.80135,b'1',33
22,0.30976,0.84848,b'1',33
23,0.29966,0.85522,b'1',33
24,0.2963,0.87205,b'1',33
25,0.30976,0.76094,b'1',33
26,0.3165,0.79461,b'1',33
27,0.3165,0.83165,b'1',33
28,0.31313,0.73064,b'1',33
29,0.3064,0.74074,b'1',33
30,0.29293,0.72391,b'1',33
31,0.28283,0.71044,b'1',46
32,0.28283,0.73064,b'1',33
33,0.27609,0.75084,b'1',46
34,0.27609,0.72054,b'1',33
35,0.30303,0.72054,b'1',33
36,0.26936,0.74747,b'1',33
37,0.2963,0.70707,b'1',46
38,0.2862,0.83502,b'1',33
39,0.28283,0.86869,b'1',33
40,0.28956,0.69697,b'2',46
41,0.27609,0.6835,b'2',46
42,0.27609,0.6734,b'2',46
43,0.28283,0.69024,b'2',46
44,0.29966,0.67677,b'2',46
45,0.29293,0.6835,b'2',46
46,0.2862,0.6734,b'2',108
47,0.2862,0.64983,b'2',46
48,0.29966,0.68013,b'2',46
49,0.30303,0.65657,b'2',108
50,0.30303,0.633,b'2',108
51,0.30303,0.60269,b'2',108
52,0.29966,0.57239,b'2',305
53,0.3064,0.60269,b'2',108
54,0.31313,0.64646,b'2',108
55,0.30976,0.67677,b'2',46
56,0.30976,0.63973,b'2',108
57,0.28956,0.62626,b'2',108
58,0.29966,0.64646,b'2',108
59,0.2862,0.65993,b'2',46
60,0.27946,0.633,b'2',108
61,0.28283,0.61616,b'2',108
62,0.28283,0.60269,b'2',108
63,0.29293,0.61279,b'2',108
64,0.31313,0.6229,b'2',108
65,0.3064,0.6229,b'2',108
66,0.29293,0.58586,b'2',305
67,0.29293,0.56566,b'2',305
68,0.2862,0.57912,b'2',305
69,0.3064,0.56229,b'2',305
70,0.31313,0.58923,b'2',305
71,0.31313,0.59596,b'2',305
72,0.3165,0.60943,b'2',108
73,0.29966,0.61279,b'2',108
74,0.30303,0.66667,b'2',46
75,0.27609,0.6633,b'2',46
76,0.26936,0.633,b'2',108
77,0.27273,0.64983,b'2',46
78,0.29966,0.69697,b'2',46
79,0.2862,0.58923,b'2',305
80,0.26936,0.61953,b'2',108
81,0.27609,0.60943,b'2',108
82,0.30303,0.59259,b'2',305
83,0.31313,0.57912,b'2',305
84,0.29293,0.59933,b'2',108
85,0.3165,0.65657,b'2',108
86,0.3266,0.62963,b'2',108
87,0.3266,0.60606,b'2',305
88,0.32323,0.6532,b'2',290
89,0.3266,0.63973,b'2',290
90,0.3468,0.6229,b'2',290
91,0.27609,0.59259,b'2',108
92,0.3165,0.71717,b'2',46
93,0.3367,0.6835,b'2',290
94,0.3266,0.6734,b'2',46
95,0.29966,0.6835,b'2',46
96,0.29966,0.6532,b'2',108
97,0.29966,0.63973,b'2',108
98,0.28956,0.6633,b'2',46
99,0.27946,0.6633,b'2',46
100,0.27946,0.63636,b'2',108
101,0.28956,0.60943,b'2',108
102,0.28956,0.62963,b'2',108
103,0.28956,0.6431,b'2',108
104,0.29293,0.68687,b'2',46
105,0.2862,0.68687,b'2',46
106,0.28283,0.6532,b'2',46
107,0.2862,0.61953,b'2',108
108,0.29966,0.633,b'2',46
109,0.29293,0.68013,b'2',46
110,0.30303,0.69697,b'2',46
111,0.28956,0.64646,b'2',108
112,0.28956,0.6229,b'2',108
113,0.27609,0.62626,b'2',108
114,0.27609,0.6431,b'2',108
115,0.3064,0.61279,b'2',108
116,0.29966,0.6229,b'2',108
117,0.27609,0.67003,b'2',46
118,0.27946,0.6835,b'2',46
119,0.28283,0.6431,b'2',108
120,0.2862,0.61616,b'2',108
121,0.28956,0.59933,b'2',108
122,0.29293,0.55219,b'3',305
123,0.31313,0.55219,b'3',305
124,0.2862,0.56229,b'3',305
125,0.2862,0.53199,b'3',137
126,0.27946,0.53535,b'3',137
127,0.2862,0.51515,b'3',137
128,0.28283,0.49832,b'3',137
129,0.28283,0.47811,b'3',137
130,0.29293,0.45455,b'3',137
131,0.30303,0.49495,b'3',137
132,0.29293,0.52862,b'3',137
133,0.30976,0.53535,b'3',305
134,0.3064,0.50842,b'3',137
135,0.31987,0.47811,b'3',137
136,0.30303,0.47811,b'3',137
137,0.2963,0.48148,b'3',305
138,0.28283,0.46465,b'3',137
139,0.2862,0.51515,b'3',137
140,0.30976,0.54209,b'3',305
141,0.3165,0.52525,b'3',305
142,0.29966,0.50842,b'3',137
143,0.29966,0.51852,b'3',137
144,0.29966,0.53535,b'3',137
145,0.29293,0.50505,b'3',137
146,0.30976,0.46801,b'3',137
147,0.29966,0.43771,b'3',137
148,0.30303,0.44781,b'3',137
149,0.31987,0.47138,b'3',137
150,0.31987,0.50505,b'3',137
151,0.32323,0.53535,b'3',305
152,0.3266,0.47811,b'3',137
153,0.31987,0.43771,b'3',137
154,0.30976,0.42088,b'3',137
155,0.3064,0.46128,b'3',137
156,0.30303,0.46465,b'3',137
157,0.28956,0.41751,b'3',137
158,0.28283,0.44444,b'3',137
159,0.3165,0.47138,b'3',137
160,0.33333,0.45791,b'3',137
161,0.31987,0.45455,b'3',137
162,0.30303,0.41751,b'3',137
163,0.35354,0.57239,b'3',305
164,0.33333,0.55556,b'3',305
165,0.31987,0.52189,b'3',305
166,0.2862,0.48485,b'3',137
167,0.27946,0.51515,b'3',137
168,0.2963,0.46128,b'3',137
169,0.31313,0.48822,b'3',137
170,0.33333,0.53199,b'3',305
171,0.35017,0.54545,b'3',305
172,0.30303,0.42761,b'3',137
173,0.32997,0.43434,b'3',137
174,0.34343,0.67677,b'4',290
175,0.33333,0.68687,b'4',46
176,0.34343,0.69697,b'4',290
177,0.36027,0.7138,b'4',367
178,0.34343,0.66667,b'4',290
179,0.36027,0.6633,b'4',290
180,0.38047,0.67677,b'4',367
181,0.38384,0.71044,b'4',367
182,0.367,0.71044,b'4',367
183,0.3569,0.68687,b'4',290
184,0.36027,0.6835,b'4',290
185,0.367,0.6936,b'4',367
186,0.367,0.7037,b'4',367
187,0.35354,0.7037,b'4',367
188,0.39057,0.70034,b'4',367
189,0.38047,0.6835,b'4',367
190,0.367,0.6734,b'4',290
191,0.35017,0.6532,b'4',290
192,0.34343,0.65993,b'4',290
193,0.3771,0.66667,b'4',290
194,0.38721,0.69024,b'4',367
195,0.37374,0.70707,b'4',367
196,0.34343,0.70707,b'4',367
197,0.32997,0.7037,b'4',46
198,0.32997,0.65657,b'4',290
199,0.3468,0.6633,b'4',290
200,0.38047,0.66667,b'4',290
201,0.39394,0.6835,b'4',367
202,0.35354,0.6835,b'4',290
203,0.36027,0.69697,b'4',367
204,0.32323,0.6936,b'4',46
205,0.3266,0.6633,b'4',290
206,0.36027,0.6532,b'4',290
207,0.38047,0.65657,b'4',290
208,0.39394,0.67677,b'4',367
209,0.3771,0.69697,b'4',367
210,0.3569,0.67677,b'4',290
211,0.37037,0.6835,b'4',290
212,0.35017,0.66667,b'4',290
213,0.35017,0.68013,b'4',290
214,0.35017,0.69697,b'4',290
215,0.33333,0.69697,b'4',46
216,0.33333,0.68687,b'4',46
217,0.33333,0.67677,b'4',46
218,0.3367,0.6835,b'4',290
219,0.3367,0.6936,b'4',290
220,0.36364,0.6936,b'4',367
221,0.39057,0.69024,b'4',367
222,0.38047,0.6734,b'4',290
223,0.36364,0.6734,b'4',290
224,0.36364,0.6633,b'4',290
225,0.36027,0.68013,b'4',290
226,0.34343,0.69024,b'4',290
227,0.3569,0.62963,b'5',290
228,0.3468,0.62963,b'5',290
229,0.34343,0.60269,b'5',290
230,0.36027,0.60606,b'5',290
231,0.3367,0.61279,b'5',290
232,0.34007,0.63636,b'5',290
233,0.36027,0.63636,b'5',290
234,0.3569,0.61953,b'5',290
235,0.37037,0.6229,b'5',290
236,0.38047,0.63973,b'5',290
237,0.3468,0.61616,b'5',290
238,0.34007,0.59596,b'5',305
239,0.37037,0.59596,b'5',290
240,0.38384,0.60943,b'5',290
241,0.38384,0.61953,b'5',290
242,0.37374,0.63636,b'5',290
243,0.3468,0.6229,b'5',290
244,0.3569,0.60606,b'5',290
245,0.37374,0.60943,b'5',290
246,0.3771,0.62963,b'5',290
247,0.36027,0.63973,b'5',290
248,0.3367,0.63636,b'5',290
249,0.3367,0.61953,b'5',290
250,0.33333,0.60606,b'5',305
251,0.3468,0.59933,b'5',290
252,0.3569,0.59933,b'5',290
253,0.38384,0.59933,b'5',290
254,0.38721,0.62626,b'5',290
255,0.38721,0.63973,b'5',290
256,0.3468,0.63636,b'5',290
257,0.3367,0.6229,b'5',290
258,0.34007,0.60269,b'5',305
259,0.34343,0.59933,b'5',305
260,0.36364,0.61953,b'5',290
261,0.367,0.63636,b'5',290
262,0.33333,0.6229,b'5',290
263,0.35017,0.633,b'5',290
264,0.3569,0.60606,b'5',290
265,0.37037,0.61279,b'5',290
266,0.34343,0.61279,b'5',290
267,0.33333,0.6229,b'5',290
268,0.33333,0.633,b'5',290
269,0.3367,0.63636,b'5',290
270,0.38384,0.63636,b'5',290
271,0.37037,0.61953,b'5',290
272,0.32997,0.61953,b'5',290
273,0.3266,0.62963,b'5',108
274,0.32997,0.61279,b'5',305
275,0.36027,0.61279,b'5',290
276,0.367,0.60943,b'5',290
277,0.36364,0.63973,b'5',290
278,0.35017,0.6431,b'5',290
279,0.32997,0.6431,b'5',290
280,0.35354,0.6229,b'5',290
281,0.38047,0.62963,b'5',290
282,0.38047,0.60943,b'5',290
283,0.3468,0.59933,b'5',290
284,0.3367,0.59933,b'5',305
285,0.3569,0.61953,b'5',290
286,0.3367,0.61953,b'5',290
287,0.35017,0.62626,b'5',290
288,0.37037,0.62626,b'5',290
289,0.367,0.6431,b'5',290
290,0.35017,0.6431,b'5',108
291,0.35017,0.61953,b'5',290
292,0.37374,0.61616,b'5',290
293,0.35354,0.63973,b'5',290
294,0.34007,0.6431,b'5',290
295,0.34007,0.62963,b'5',290
296,0.3367,0.57912,b'6',305
297,0.32997,0.55556,b'6',305
298,0.34343,0.54545,b'6',305
299,0.367,0.54209,b'6',445
300,0.39731,0.56229,b'6',445
301,0.38047,0.57912,b'6',305
302,0.35354,0.58586,b'6',305
303,0.32997,0.57912,b'6',305
304,0.32997,0.55892,b'6',305
305,0.32323,0.57239,b'6',108
306,0.33333,0.57239,b'6',305
307,0.3367,0.55892,b'6',305
308,0.35354,0.55892,b'6',305
309,0.3771,0.55892,b'6',305
310,0.367,0.57576,b'6',305
311,0.34343,0.57576,b'6',305
312,0.3569,0.56566,b'6',305
313,0.34343,0.54882,b'6',305
314,0.36364,0.55556,b'6',305
315,0.37374,0.55556,b'6',305
316,0.38047,0.54882,b'6',445
317,0.39057,0.56566,b'6',445
318,0.37374,0.57912,b'6',305
319,0.34343,0.57239,b'6',305
320,0.35354,0.55556,b'6',305
321,0.35354,0.54545,b'6',305
322,0.33333,0.55892,b'6',305
323,0.37037,0.55556,b'6',305
324,0.3771,0.56566,b'6',305
325,0.37374,0.57912,b'6',305
326,0.35017,0.57912,b'6',305
327,0.33333,0.57576,b'6',305
328,0.34007,0.55892,b'6',305
329,0.36027,0.53199,b'6',445
330,0.3771,0.54882,b'6',445
331,0.38384,0.55556,b'6',445
332,0.38384,0.57576,b'6',305
333,0.36027,0.55219,b'6',305
334,0.34343,0.54209,b'6',305
335,0.34007,0.55219,b'6',305
336,0.34007,0.56566,b'6',305
337,0.33333,0.56229,b'6',305
338,0.3771,0.56902,b'6',305
339,0.35017,0.53535,b'6',305
340,0.38047,0.53535,b'6',445
341,0.38384,0.55219,b'6',445
342,0.39057,0.57576,b'6',305
343,0.3569,0.57239,b'6',305
344,0.33333,0.54209,b'6',305
345,0.37037,0.57239,b'6',305
346,0.36027,0.56902,b'6',305
347,0.35017,0.57576,b'6',305
348,0.35354,0.55892,b'6',305
349,0.35017,0.54545,b'6',305
350,0.34343,0.53199,b'6',305
351,0.36027,0.54882,b'6',305
352,0.3569,0.56566,b'6',305
353,0.3468,0.56566,b'6',305
354,0.35354,0.55892,b'6',305
355,0.37037,0.57912,b'6',305
356,0.36364,0.54882,b'6',305
357,0.3569,0.53535,b'6',445
358,0.35017,0.57239,b'6',305
359,0.3569,0.58586,b'6',305
360,0.367,0.58249,b'6',305
361,0.3569,0.58249,b'6',305
362,0.3569,0.58249,b'6',305
363,0.36027,0.56902,b'6',305
364,0.36027,0.54545,b'6',305
365,0.3367,0.54209,b'6',305
366,0.40067,0.73401,b'7',367
367,0.39731,0.71717,b'7',290
368,0.40067,0.70034,b'7',367
369,0.41077,0.69697,b'7',367
370,0.44781,0.7037,b'7',367
371,0.44781,0.71717,b'7',367
372,0.43098,0.74074,b'7',367
373,0.41751,0.74074,b'7',367
374,0.41751,0.72391,b'7',367
375,0.42424,0.71717,b'7',367
376,0.43771,0.7138,b'7',367
377,0.43771,0.73064,b'7',367
378,0.38047,0.73737,b'7',367
379,0.39057,0.75421,b'7',367
380,0.40741,0.76094,b'7',367
381,0.43434,0.75758,b'7',367
382,0.41077,0.75084,b'7',367
383,0.38047,0.74074,b'7',367
384,0.38384,0.72727,b'7',367
385,0.39731,0.74747,b'7',367
386,0.42761,0.69024,b'7',367
387,0.42088,0.69697,b'7',367
388,0.44108,0.6936,b'7',367
389,0.41751,0.68687,b'7',367
390,0.45118,0.73737,b'7',367
391,0.44444,0.74411,b'7',367
392,0.41414,0.71044,b'7',367
393,0.43771,0.70707,b'7',367
394,0.40741,0.72727,b'7',367
395,0.41414,0.73737,b'7',367
396,0.39731,0.73737,b'7',367
397,0.39731,0.74411,b'7',367
398,0.41414,0.74411,b'7',367
399,0.42424,0.75421,b'7',367
400,0.41414,0.75421,b'7',367
401,0.43771,0.73401,b'7',367
402,0.43434,0.72391,b'7',367
403,0.42424,0.72391,b'7',367
404,0.40741,0.72727,b'7',367
405,0.39057,0.73737,b'7',367
406,0.39394,0.72727,b'7',367
407,0.40067,0.71717,b'7',367
408,0.41751,0.71044,b'7',367
409,0.42761,0.71044,b'7',367
410,0.41414,0.71044,b'7',367
411,0.40404,0.71044,b'7',367
412,0.40067,0.73401,b'7',367
413,0.42088,0.74411,b'7',367
414,0.43771,0.74411,b'7',367
415,0.44108,0.73064,b'7',367
416,0.42088,0.73737,b'7',367
417,0.43434,0.73737,b'7',367
418,0.41751,0.72391,b'7',367
419,0.41414,0.73401,b'7',367
420,0.42088,0.70707,b'7',367
421,0.41751,0.6936,b'7',367
422,0.41414,0.70034,b'7',367
423,0.43434,0.70034,b'7',367
424,0.44108,0.73737,b'7',367
425,0.39394,0.72727,b'7',367
426,0.39394,0.72054,b'7',367
427,0.41751,0.71717,b'7',367
428,0.39731,0.54209,b'8',445
429,0.3771,0.53199,b'8',445
430,0.3771,0.51178,b'8',445
431,0.41077,0.49832,b'8',445
432,0.44444,0.50505,b'8',445
433,0.43771,0.53535,b'8',445
434,0.42088,0.54882,b'8',445
435,0.38384,0.53535,b'8',445
436,0.38384,0.50505,b'8',445
437,0.38721,0.49158,b'8',445
438,0.41751,0.49158,b'8',445
439,0.43434,0.50842,b'8',445
440,0.42088,0.53199,b'8',445
441,0.41077,0.53199,b'8',445
442,0.39057,0.53199,b'8',445
443,0.39057,0.51515,b'8',445
